,content,date,name
41358,"- 본인이 그동안 병원이나 치료 과정에서 경험했던 일을 카페 환우들에게 알려보세요.- 병원과 의사명은 카페 회칙에 따라 초성으로 작성해 주시기 바랍니다.================================================== 내 용 ======================================================허리 두마디 유합술하고 5달 지나 두번째 진료 받았습니다.엑스레이, 씨티찍고 진료결과 뼈의 배열도 좋고 무엇보다 보상측만으로 휘었던 허리가많이 바로 돌아온걸 확인했습니다.전방전위로 허리가 아프고 다음은 방사통으로 고생도 했지만 측만으로 인해 골반이 틀어지니변비도 나를 괴롭히는 증상중 하나 였습니다.아직 오른발로 계단을 오르려면 저릿한 증상이 있고 발바닥에 무언가 잔뜩 붙어있는 이물감,힘빠짐이 남아 있습니다.일상생활과 운동은 별 어려움 없이 하지만 무리하면 오른다리 옆쪽이나 종아리가 뭉치는현상이 있어 말씀드렸더니 오랜기간 신경이 눌려있어 생기는 증상이며 수술이 잘되어서현재 눌리는 곳은 없으며 혈관도 넓어져 있음을 확인했습니다.불안한 마음에 신경차단 주사나 한방치료를 해볼까 생각했으나 좀 더 기다려 보기로 하고약을 한달치 처방해 주시며 아플때나 발쪼임이 심할때 먹으라 하시네요.3달후 세번째 진료 X-RAy, ct 예약하고 왔습니다.현재 운동은 아침,저녁 나누어서 만보 이상, 기립근 강화운동과 코어운동, 철봉 매달리기 등을 하고 있습니다.",2023.03.29. 12:42,suksuk56
41931,"5번-1번 디스크 파열 후, 급성기를 벗어나 허리, 엉덩이 통증은 약해졌지만(1-2 정도) 발저림, 감각이상이 심했음(3-5 정도).무엇보다 의자에 앉으면 발가락이 붓고 뻣뻣해지는 등 신경파행증상이 있었고, 신경차단술을 해도 개선되지 않음.5개월간 대학병원 3군데를 포함하여 총 5-6군데 병원에서 진료를 보았고, 수술은 환자의견이 가장 중요하지만 증상 및 지속기간 상 수술하는 것이 좋을 것이라는 소견을 4군데에서 받음. 많은 고민 끝에 적극적 치료(수술)를 결심함.수술 경험이 많고, 시설이 좋고, 내 스케쥴에 잘 맞는 병원/의사를 찾다가, 최종적으로 대전에서 꽤 규모있는 척전 (ㅂㄹㅅㄱ 병원)에서 단방향 내시경 수술을 받음. 대학병원 교수였던 분이고 임상 경력도 풍부한 것 같아 그렇게 결정함.결론적으로, 수술 후 한달이 넘은 지금까지도 발저림 + 감각이상 호전이 거의 없고, 수술전과 비교하면 오히려 나빠짐. 허벅지 뒤편 감각이상도 새롭게 감지됨.수술 후 첫 회진 - 발저림과 감각이상이 그대로라고 말하자, 심하던 통증이 없어지지 않았냐 없어진 것에 집중하라고 함(나는 통증은 워낙 심하지 않았고, 오히려 발저림, 감각이상 때문에 수술한건데??) 여기서부터 의사가 누구랑 착각하는 건지 무슨말을 하는 건지 알수가 없어지면서 혼란스러워짐. 이때 의사-환자 간에 약간의 긴장 상태가 발생하면서 관계가 어긋났던 것 같기도 함.다음날 회진 - 발저림 등 여전히 그대로라고 하니, 원래 그렇다며 수술해서 저린게 없어지면 감사한 거고, 안없어지면 어쩔수 없는 거라고 함. (진짜 토씨하나 안틀리고 이렇게 말함). 멘붕이 왔고, 속아서 수술했다는 생각까지 함.다다음날 회진 - 발저림 등 그대로임. 재발을 걱정하는 나에게 환자가 너무 예민하다고 함.환자의 증상을 예민함으로 치부하고, 무엇보다 나아지면 감사한거고 안 나으면 어쩔수 없는거다 라는 말에 큰 충격을 받음. 수술 전에 그렇게 얘기했으면 절대 여기서 수술하지 않았을 것임.내가 왜 발저림이 안없어졌나고 의사에게 따진것도 아님. 회진때 나의 증상에 대해 말했을 뿐임. (발저림이 그대로 있다)수술 후 신경이 부어서 그런거니 지켜보자고만 했었어도, 아니 차라리 아무말도 안했더라면 그렇게 충격을 받지는 않았을 것임.호전이 없다고 느끼는 것이 환자의 예민함 때문이라고 치부하니, 응원은 커녕 비난받는 느낌이 듬.주치의 회진이 오히려 스트레스가 되었고 우울감도 깊어져 회복에 굉장히 안좋다는 것이 느껴짐.환자가 할 수 있는 최선의 노력은 결국 좋은 의사, 좋은 병원을 선택하는 것인데.. 그것이 참 어렵고 케바케임.다만 최소한 몇 개월이라도 진료를 연속적으로 봤던 곳에서 수술을 하는게 어떨까 함.2번째 진료보면서 수술 날짜 잡고 불안감에 한번 더 방문한 적이 있었는데, 그때 약간 예민하다는 식으로 말해서 쎄한 느낌을 받은 적이 있음.그저 수술 직전이라 내가 진짜 예민한 탓이겠지.. 하고 수술 진행했는데, 지금 생각해보면 그때 취소했었어야 했음.조금이라도 의사와 또는 병원에 이상한 기미가 보이면 다시 생각해보아야 함.그리고 원래 수술이 잘되면 척전이든 대병이든 아무 문제가 없음. 문제 상황에 어떻게 대응하느냐를 봐야 하는데, 이건 미리 알기가 거의 불가능함.나도 수술 전에는 좋은 인상을 받아서 수술받기로 결심했던 것인데, 수술 후에 호전이 없었을때 대응하는 방식이 달라졌던 것이기 때문에.. 좋은 의사가 누구인지 미리 알기는 정말 어려운 것 같음.6개월간 아프면서 여러 어려움이 있었고,, 통증과 불편함이 장기화되다 보니 우울감도 커짐. 특히 수술 후 심적 고통이 커져 불쑥불쑥 눈물이 날때도 많았음.감정이 얼굴 표정에도 그대로 드러나다 보니 디스크가 발병한 반년 동안 얼굴 표정이 우울하게 변한게 느껴짐.그래서 최근에는 입꼬리를 위로하고 웃으려고 많이 노력하고 있음.수술 전 일상생활에 많은 어려움이 있었고, 신경이 더 나빠져서 마비가 되면 어쩌지 하는 공포가 컸음. 그래서 과거로 다시 돌아가도 수술을 안하기는 어려웠을 것 같음. 그러나 현재 의사에게 수술을 하지는 않을 것임.수술 후에 질문을 싫어하고 권위적인 모습을 보이니 모든 의사에 대한 전반적인 신뢰가 떨어짐.수술비와 입원비, 검사비 모두 합친 환자부담총액은 700만원에 가까웠음. (공단 부담금 포함한 금액은 천만원대)실비가 있고 또 낫기만 한다면 돈이 가장 중요하지 않다고 생각했지만,이런 병원과 의사에게 저렇게 큰 금액을 지불하기가 싫었음.카페에서 대전 지역 병원에 대한 글을 찾기 어려웠음. 나름 대전충남 카페에서 알려진 병원+의사이기도 하고, 서울을 포함한 여러 병원을 다닌끝에 신중히 결정한 것인데, 결론적으로 좋은 선택은 아니었다고 생각함.이제는 재활에 힘써서 잘 다스려 보아야 하겠지요. 몇개월 후에는 저도 잘 낫고있다는 글을 쓰고 싶습니다.답답한 마음을 털어놓고도 싶고.. 제 경험이 도움이 될까 싶어 경험을 나눕니다.",2023.03.28. 23:25,좋은마음긍정재활
42219,시작은 오른쪽다리 발목 복숭아뼈 찌릿함으로 반깁스 찼다가여기에 집에서 거북목 풀어보겠다고 자세 잡다가 허리 통증까지 왔고왼쪽다리가 더 짧아서 맨날 깔창을 하나 더 깔고 살았는데깁스로 인한 더더욱 차이 때문에 골반 높낮이로 온몸에 충격그 전에 갑상선암수술 받아서 상체는 힘도 다 빠지고 맨날 침상안정만 해서 누워서 발목 본다고 고개 빼꼼 들어 볼때마다 찌릿결국 일자척추에 거북목 + 역 c자 까지제가 도수 치료 첫 날 계속 골반 높낮이 다르고 발목 안좋고 했는데도 브릿지자세 / 호흡법 추천 >> 발에 힘줄염 생기고 호흡도 가슴 흉곽 배로 안가고 온 힘이 목으로 가서 더욱 무리...가 왔고결국 집에서 알려준 숙제 자세 연습하다 이석증 와서 또 힘들어지고 결국 새 병원 들려서 목쪽 엑스레이 찍고 발쪽 초음파로 보고등쪽 고주파치료랑 도수치료 받는데 여전히 머리부터 발끝까지 자세 불균형은 계속 됩니다 6주전으로 돌아가고 싶네요앉지도 서지도 눕지도 이 세개 다 불편해서 잠도 편히 못자고예민해지기하고 먹는약만 늘어나고 소화도 안되고 돌아버려요하고 싶네요 정말 지금은 뒷목 땡김과 왼쪽 턱 당김왼쪽 엉덩이쪽 아프고 두 발목 다 아파요 방사통인지 그냥 자세 불균형인지 ....핸드폰만 1분만 들어도 뒷목 아프고...몸에 힘빼는게 정말 어려워요 특히 운동 동작때가사방에 전신거울이랑 치료사가 옆에 있는것도 아니고ㅠ에혀..오늘부턴 목 어깨 등쪽 이완 / 스트레칭 / 강화 운동 해보긴 하나..솔직히 매일 스트레칭과 재활운동 하고 있습니다만.하나가 괜찮으면 다른 두 개가 불편하고 무한 굴레진짜 미치고 팔짝 뛰네요 저도 엑스레이 병원 세 곳에서 찍은거 다 찍어둘걸 그랬네요 그냥 눈으로만 봤는데...하....오늘도 약기운에 잠은 오는데 자세가 불편해서 정면도 옆면도 ㅠ턱이 아파서 괴롭네요......다들 각자의 고통을 안고 오늘도 버티시고 이겨내시느라 고생 많으셨어요 하루라도 맘편히 아주 편하게 걷고 웃고 떠들었으면 좋겠습니다ㅠ 좋은밤 되세요,2023.03.28. 21:55,에뚜왈v
42508,"안녕하세요 .저는 3년전 처음으로 허리가 아파 그떄당시 어떤주사인지 모르고사무실 앞에 병원에가서 주사를맞고 바로 일어나서 괜찮아졌다가....얼마전 2월초부터 약간의 찌릿찌릿한 느낌으로 조심하던와중2월 17일..... 도대체가 다리에 힘이 들어가지 않아 집앞 A 병원(비수술병원) 에서 신경차단주사를 맞았습니다.예전을 생각해서 한번 맞으면 괜찮아지겠지 싶어 기대했다가.. 도대체가 나아지지않아 의아해했고요.다행히 시간적 여유가 있어 매일 물리치료와 진통제 주사를 맞으며 하루하루 시간을 보내고 나아지길간절히 바랬는데.... 의사썜이 다시한번 주사를 권하시더라고요 .그래서 2주간격으로 신경차단술을 한번더 진행했습니다 두번째는 꼬리뼈를 통해 맞고 주변 인근에주사를 4~5대를 더 맞았고요 .역시나.... 차도가 없었고...버티다 버티다 .....3월 초에 ........B병원(비수술병원) 에 입원을 했습니다.입원한 병원에서도 주사를 권해서 , 맞지 않겠다했습니다3일간 입원후에 MRI를 찍었고. 디스크가 파열되어 흘러내렸더라고요.입원한 동안 도수치료, 물리치료, 체외파충격, 물리치료를 오전 오후로 정신없이 받았고....나아지기는 커녕.... 되려 진통제만 실컷 맞으면서 약기운으로 버틴듯했어요.이건 아닌듯싶어 입원해있는 동안 카페에 많이 언급되어있는 대학병원에 진료예약을 인터넷을 통해했으며예약하면서도... 3월말이되면 차도가 있어..괜찮아지겠지 하는 기대하면서 일단 예약은 했는데......대학병원 진료전 인근 척추전문병원 한곳을 더 들럿는데...이 정도면 당장 수술해야된다. 핀박는거까지 언급하셨는데... 수술비또한 굉장히 고가였던....알고보니 C병원은 수술전문 핀박기 전문이시더라고요.다시 A병원 선생님께 여쭤보니 본인은 핀까지는 아니라고 생각한다 하시고요.대학병원 진료일이 어제였습니다.어제 ㄱㅈㅅㅁ병원에 진료를 다녀왔고요.선생님께서 MRI를 보시고는 통증은 본인만이 알지 이걸보고 통증을 가늠할수 없다 하시더라고요.아직 젊은 나이다보니 수술보다는 좀 더 주사치료를 해보고 일상생활이 어려울 경우 고려해보자 하시는 말씀을 듣고대학병원에서 신경차단주사를 예약을 하고왔습니다 .제발 .... 그 고통스럽고 공포스러운 신경차단주사로 완치는 아니더라도.. 일상생활을 할수있도록 차도가 있길 바라고건강은 건강할때 챙겨야한다는 아주 큰 교훈을 얻었고요.허리디스크가 허리만 아픈게 아니라... 허리로인한 방사통... 엉덩이, 허벅지, 종아리, 발목, 등등더불어..... 정신적 피폐까지요.... 너무 속상하고 우울하고 . 아침에 눈을뜰때 통증의 유무를 통해그날의 기분이 정해지더라고요. ㅠㅠ이 카페에 글을 읽으면서 생각보다 많은이들이 허리디스크로 고통을 겪고있다는거...아프지 않아본사람은 절대적으로 이 고통을 모른다는거... 그냥 다들 겪는 허리아픔으로 치부할수없다는....이 들을 읽으시는 여러분 모두 통증없는 삶을 살기 기원할게요.많은 병원은 아니지만 몇 병원들을 다니면서 느낀건...척추전문병원은 무조건 수술이라는거.... 대학병원은 그 반대적인 느낌이라는거....물론 의사선생님들마다 소견이 다르겠지만 모든 선택은 본인 몫이며 너무 조급하게만 생각하고수술만이 답이 아니라는거. 또 반대로 수술을 절대 하면 안되는건 아니라는거.... 어렵네요^^^^^",2023.03.28. 15:25,아톰s
43087,지난주(3/22) ㄱㄴ ㅅㅂㄹㅅ 진료이후 오늘 급하게ㅅㅊㅅㅂㄹㅅ ㅎㅇ교수님 진료예약이 잡혀 다녀왔습니다카페네 관련 언급이 거의 없다시피 해서 반신반의 하면서갔습니다. 진료시간은 대략 5분 내외정도..가져간 mri등록후 진료보면서 별도 다리마비 관련체크는 없었습니다현재상태 물어보셔서 일단 좌식은 거의 불가! 책상의자나 운전은 거의 20분이상은 어렵다 엉치부터 발목까지 통증에 무릎쪽 통증도 심하다했습니다처음 진단부터 지금까지 받았던 신경주사(6~7.?)횟수 시술 약물치료등 모두받았으나 효과없었다신경주사 맞은후 잠깐이라도 효과느낀적없었냐..?에전 확실히 잘 모르겠다...고 답하고mri 사진 보시면서 만약에 수술관련해서 수술 생각있냐 물어보셔서 지금상태에서 보존치료로 상태의 호전여부도 모르겠고 가능성이 있다고 한들 그게 언제가 될지도 모르겠다 그때까지의 일상생활도 미지수라 수술가능하면 하고싶다고 했습니다mri단면도 보시더니 신경이 꽉 막혀 있긴 하다수술한다고하면 신경 막혀있는 부 긁어내는거 하게될거다 하시면서 수술상담 받고 진행 하자고 하시더라구요상담실가서 수술상담 받았는데후궁절제술 및신경 감압술 할거라고 적혀있네요전신마취고 업드려 3~4cm정도 찢어서 들어가 진행 하게 될거다 라고 하네요 대학병원 쉽게 수술안해준다고 하던데요...? 했더니 맞다 교수님도 왠만하면 안해주신다 그러시네요...비용은 대략 350~400정도생각은 하고있었으나 갑작스레 날짜 잡자고하니 당황스러워 좀만더 고민해보고 연락준다하고 집에 왔습니다6월7일(수) ㄱㄴㅅㅂㄹㅅ ㅂㅈㅇ교수님 예약 잡아둔 상태인데 기다려야할지 고민입니다....ㅜㅜ,2023.03.27. 14:05,한번가보자
43378,경추척수증 의심소견있어 mri 촬영했는데 수술하기도 안하기도 애매해서 1년정도 지켜보기로 했습니다. 잘못된 자세 교정해서 수술안하고 완화됐으면 하는 바램입니다.사진은 한장뿐입니다.,2023.03.27. 10:05,구슬이공주
43670,목디스크증상이 심해 내일이라도 병원에가서 엠알아이 찍어보려는데 어디가 조을까요?혹시 경험하셨거나 추천해주실곳 있으시면 말씀 부탁드릴게요( 제가사는곳은 경기도 군포입니다~),2023.03.26. 23:21,여시깽이
43963,수술한지. 임주일후면 삼개월 되는 70살된 사람입니다나보다 먼저 수술하신분들이 몃분 계신거같아정보좀 얻으려합니다.삼개월이 되어가는데 왜 고통이 멈출생각을아할까요ㆍ어느날은 덜이픈듯하다가 먼 섬지역에 비가 올라하면뵐래가 수천마리 몸속을 띁어먹는것같네요전신을 돌아다니며 파먹는듯 하답니다완도에비가 온다는데 왜 이렇게 아픈지낮에 주말이니 아들 내외가 바람좀 쐬고 옷하나 시준다고 구리 아울렛 가서 팔을끼고 데리고 다니여 즈덜거사고 내것도 블랙야크 잠바하나 사주는데약을 먹고 갔으니 정신은 혼미한더 상체는 뭐가 파먹는지 애들걱정할까봐 이를 악물고 저녁까지. 먹고들어와누우니 뭐라표현할수. 없네요얼마나 도아파야할까요?3개월이면 낳을줄 알았는데좀 알려주살분. 안계신까요25일 토요일 쓰다 못쓰고 이제 올립니다,2023.03.26. 14:00,인욱
44257,이런 사람을 왜 몇개월 기다려서...환자에 치어서 그런지CT는 왜 또 찍자고 하신거죠들여다 보지도 않을거먼서환자를 가족처럼? 맞나요 ㅎ대기하고 계신분들 잘 생각 해보시길,2023.03.25. 06:33,제로콜라 제로사이다
44552,"- 본인이 병원에서 진료를 본 후기나 치료 후기를 회원들에게 알려주세요.- 병원과 의사명은 카페 회칙에 따라 초성으로 작성해 주시기 바랍니다.ㅇㅇㅅㅂㄹㅅ ㅅㅈㅈ 선생님 진료후기 입니다.저희 어머니가 진료하셨으며,기저질환으로 고혈압, 고지혈증, 척추압박골절에 따른 시멘트 등을 가지고 계셨습니다.건강관리협회에서 MRI촬영해서 갔고병원에서는 접수 후 X-ray (EOS?)촬영 하고 보았습니다.선생님은 이야기 잘 듣고 설명은 잘 해주셨습니다.다만 어머니 케이스는 수술하면 득보다 실이 너무 많다면서수술이 안된다 하시네요그래서 약만 일부 받아서 내려왔습니다^^간단한 후기겠지만 도움 되시길 바랍니다.허리가 안 좋으신 분들은 좋은 선생님 만나셔서쾌차하시길 빌겠습니다.",2023.03.25. 02:32,삼남매 대장
44848,전방전위증에 의한 협착증에 신경성형술 받고두달 쉬고 출근한지 3주째입니다출근 첫주는 다때려치우고 집에 다시 오거나사무실에 눕고 싶었고 어찌어찌 한주를 보내고주말 내내 침상보존하며 지내다둘째주도 출근해서 너무 힘들면 반차내고 오고그래도 마감은 해야해서 죽자사자 일만하다가칼퇴하고 집에와 눕고그래도 매일 걷기는 죽어도 하자는 저와의약속에 진짜 일어나기 싫어도 걸으러 나가고걷다보면 통증이 줄어들다 안파지고 ..출근한지 한달이 안되었는데 그동안 그냥 수술해버릴까 하는 맘이 들어 슬프기도 하고어느날은 덜 아파서 이대로 십년만 버티자하며 맘이 봄바람 난 아가씨처럼 이랬다저랬다하네요.오늘도 앉다가 서서 일하니 다리가 부어서코끼리 다리가 되어 다리 올리고 누웠네요신경성형술 효과는 짧다지만 염증 없어지고약 먹으면서 신이 주신 운동이라는 걷기와척추위생 지키니 힘들긴 해도 일상생활이가능해졌고 ...시간이 약인가 하는 생각이들기도 하네요아파보니 건강이 최고라는 말이 절로실감이 나네요열심히 걷기 해서 최대한 수술도 미루고덜 아프게 살아보려고요.6개월 동안 아프고 나니 어느새 봄이 되었네요회원님들 모두 통증이 1이 되는 날을 기원합니다아프지 마시고 콧바람도 좀 쐬는 주말 되세요!!,2023.03.24. 19:47,back
45145,디스크로 진통제 소염제등 복용한지 두달 다되어갑니다 엑스레이상으론 전방전위가 있다고 하셨다가 3주약복용후 통증감소가 없어 mri찍었는데 전방위도약간 잇긴한데 디스크가 잇다고 (요추4.5)수술할정도는 아니라 했는데 허리 골반 방사통까지 너무힘드네요 나름운동도하고 맬걷기도 하는데 통증은 줄지를 않고 신경차단술이라도 맞으러 가야할까요 담당의사는 주2회진료라ㅠ다른 병원가서 맞아야 되는데 스트로이제 부작용도 있는데 신경차단술이 스트로이제라해서 무섭기도 하네요 차단술은 마취놓고 맞는건지요 맞음 담날부터 바로 효과보는지도 궁금하네요,2023.03.24. 17:58,건강하게살자 우리가
45443,"안녕하세요.2017년 8월경 목뼈가 이상하다는 사항을 확인하고ㅂㄷ ㅅㅇㄷ ㅇㅈㅅ교수님께 진료를 받았고, 당시에는 1년후 MRI를 통해 경과를 지켜보자고 하셨었습니다.그러나, 무지한 제가 그리 못했고 2022년 10월쯤 살짝 손끝 감각이 둔해지는 느낌을 받아서2022년 12월에 다시 확인을 받았는데, 척수손상이 있다는 진단을 받았고2023년 5월하순에 수술날짜를 주셨고, 4월에 사전에 와서 진행사항 확인해 보시자고 하셨습니다. 경과진행이별로 없으면 수술날짜를 연기할 수도 있다는 사항입니다. 수술하게되면 고개를 지금처럼 들지 못하고 항상 살짝 앞으로 기울인 상태로 생활해야 할 듯 하다하셨기에 어떤 수술방법인지는 모르지만 걱정이 됩니다.2023년 3월에 ㄱㄴ ㅅㅂㄹ ㅅ ㄱㄱ ㅅ 교수님 진료 받았는데, 보시더니 신경 손상이 진행되었으니 바로 수술을하라고 하시네요. 뼈가 자란부분을 제거하고 필요시 고정술까지 해야할 수 있다고 하셨습니다. 수술은 지금 신청하면 3개월정도 대기해야 한다고 하시네요. 아마도 수술은 후방에서 하지 싶습니다. 수술해도 목의 움직임이나 제약이 크지 않다고 말씀하셨습니다.상기 내용에 진행사항에 대해 말씀드리면서 의견을 구합니다.작년 12월에는 양쪽 손가락부위까지 감각이 무뎌진 상태였었는데 지금은 손가락보다 위쪽 손등부위까지 감각이 무뎌지고 간지럽기도 한 증상이 생겼습니다. 자고나면 손가락부가 아픈 현상이 있네요. 주물러주면 어느정도 괜찮아지는 상태입니다.ㅂㄷ ㅅㅇㄹ ㅇㅈㅅ 교수님 4월 19일에 다녀왔는데, 조교선생님이랑 테스트(걷기,손가락 쥐었다폈다,팔에 힘주기 등등)를 했는데, 아직은 운동성에는 크게 문제되지 않는것 같다는 의견이었습니다.ㅇㅈㅅ 교수님은 2번 경추뼈 양쪽이 떨어져있어서 이 뼈가 척수쪽으로 밀려들어가 있다고 하시면서 이 뼈를 제거해야 하는데 제거하게되면 뼈에 붙어있는 주요근육을 고정할 부분(뼈)가 제거되기 때문에 근육끼리 묶는다고 해도 목을 위로 제끼거나 하는 부분에 어려움이 있을거라 하시면서 본인이라면 아직은 수술을 안하는게 맞다고 하시더군요.정히 하고 싶으면 다른 곳에서 하시라고. 그래서 5월로 잡은 수술날은 취소하고 2개월후 방문하는 것으로 조정중.제가 고민하는 부분은 척수증은 원인제거가 되지 않으면 더 진전이 될거고 그렇다는거는 증상이 심해진다는 뜻이고 더 많은 증상이 발생된 후에 수술하는건 아니지 않나하는 생각이 드는 부분입니다. 선생님께서는 갑자기 그렇게 많이 나빠지지는 않는다고 하셨긴 했지만 말이지요. 아마도 휴유증에 우려나 지금보다 나아지는 느낌이 없을 수 있어서 좀더 지켜보자고 하는 부분이 있는 것도 같습니다.또, 6월 22일?에 수술날을 잡고, 5월중순에 ㄱㄴ ㅅㅂㄹ ㅅ ㄱㄱ ㅅ 만나러 가는 것으로 예약이 되어 있는데 그곳은 수술을 진행하는 것으로 할 것 같습니다.답답해서, 5월 4일 ㅂㄷ ㅊㅂㅇ ㅇㄷㅎ 교수님께 가볼까 합니다.여러분이라면 어떻게 하는 것이 좋겠는지요?",2023.03.24. 16:24,나무온키
45742,"안녕하세요올 1월에 목디스크 진단받고 mri 상태가 너무 안좋아서 좀더 정확한 제 상태를 알기위해 병원투어를 시작했는데 ..병원마다 일반디스크와 척수증 두가지로 진단명이 달라 헷갈리고 스트레스를 받고 있었습니다.척수증이란 진단이 정말 사람을 너무도 두렵게 만들더라구요.몇군데 병원 투어결과 다행스럽게 메이저병원, 경추 명의이신 ㄱㄴㅅㅂㄹㅅ ㄱㄱㅅ 교수님께서는 현재 척수증으로 보긴 어렵다며 6개월뒤 다음 엠알을 보고 정확히 판단해보자 하셔서 한시름 놓고있었어요.현재 ㅂㄷㅅㅇㄷ ㅇㅈㅅ 교수님과 ㅍㅊㅎㄹㄷ ㄱㅅㅇ 교수님 진료를 기다리고 있는 상황이었습니다.카페에 다른분 글을 보다 ㅂㄷㅊㅂㅇ ㅇㄷㅎ 교수님 관련 글의 진료후기가 좋아 두분 명의분 진료 기다리기전에 한번 더 정확히 진단받고 싶어 어제 ㅂㄷㅊㅂㅇ ㅇㄷㅎ 교수님 진료를 다녀왔습니다.저는 정말 운좋게도 5월까지 예약이 꽉찬 상태인데 2일전 예약을 할수있었어요.교수님께서 저의 현 상태를 물어보시고 그동안 병원 투어한 얘기를 쭉하니도대체 mri가 어떻길래 의견이 그리 나눠지고 어떻게 안좋다하는지 한번 봅시다 하시고 mri를 보시더니 ..젊은 사람이 어떻게 이렇게 안좋아 .. 하시며 한참을 보시더라구요ㅜ.ㅜ제가 골프를 10년 넘게 해서 그럴까요? 라고 말하니 그렇다고 이렇게 되나 그러시더라구요그럼 제가 사무직인데 그동안 자세가 너무 안좋았나봐요. 라고 말씀드렸더니 아무말 없으시더라구요 ㅎㅎ손과 무릎을 두드려보시고 목도 이리저리 돌려보시고 눌러보시고 어깨도 올려보고 돌려보라하시더라구요현재 제 증상은 약을 안먹어도 괜찮을 정도로 일상생활에 무리가 없습니다.가끔 뻐근하고 결리는 느낌은 있지만 심하지는 않구요기존 통증이 심할때도 연관통 정도였지 방사통은 없었어요.교수님께서 여러 의료진의 소견중에 ㄱㄴㅅㅂㄹㅅ ㄱㄱㅅ 교수님의 손을 들어주고 싶다 하시네요.척수증은 3가지를 보고 판단한다.첫번째 mri두번째 환자의 현재 증상세번째 의료진의 확인위의 3가지 중 첫번째는 의심스럽지만 두번째 세번째는 전혀 척수증 증상이 없다.첫번째 mri상에도 신경 변성이 (하얗게 보이는) 없는것 같다.디스크 탈출도 뼈가 아니기에 흡수될수있다.현재 디스크가 안좋게 탈출한것에 비해 안아픈게 1월에 맞은 주사로 괜찮아진건지 주사효과가 떨어지면 다시 통증이 나타날지 여쭤보니 그건 아닐거다. 디스크가 일부 흡수되서 통증이 없어졌을수있다. 돌출 디스크는 흡수되거나 줄어들수있고 급성기가 지나서 일상생활에 무리없을수도있는거다.현재는 경계상태이다. (컵에 물이 가득차서 넘칠듯 말듯 한 상태라고 하셨어요)항상 내 몸의 증상을 관찰해라.골프를 전혀 하면 안되냐 여쭤보니 골프는 정적이니 가끔친다고 크게 무리되진 않을듯하다. 다만 엑티비티한 운동은 절대하지마라 (테니스 등등)신전운동도 갑자기 격하게 하지말고 천천히 하면 괜찮다 (중심 척수쪽 디스크 탈출)증상없으면 6개월 1년후 와도 된다.다만 그전에 증상이 있으면 방문해라.이렇게 진료를 해주시고 9월초로 예약하고 왔습니다.제가 느낀 교수님은 기존 어느분의 글처럼 너무 인자한 할아버지같은 느낌은 아니었습니다 ^^다만 일반 대학병원 교수님들보다는 천천히 잘 설명해주시고 이해하기 쉽게말씀해주셨어요.말씀하신 한마디 한마디에 확신이 들더라구요.그리고 제가 교수님에 대해 알아보니현재 차병원 의료원장님이시고 전 세브란스 신경외과 과장, 부원장과 병원장까지 역임하셨고, 대한 경추회 회장, 아세아 태평양 경추학회 회장등 경추분야 및 의료쪽에서 정말 대단하신 분이더라구요.이전에 어떤분께서 교수님들의 교수님이라 하셨던 것처럼 진심 포스가 느껴지셨어요.저처럼 수술과 보존의 고민, 일반디스크와 척수증의 경계에 있으신 분들 진료한번 보시면 큰 도움될듯해서 글 남깁니다.특히나 이번 진룔르 통해 더더욱 강하게 든 생각이 수술을 고민중이거나 현재 나의 병이 중한 상태라 생각될때는반드시 일반 척추전문병원 소견만 듣고 판단하지 마시고 꼭 전문가 (대학병원 및 명의) 2, 3분 만나보시고 판단하시길 바랍니다.그동안 궁금했던 점이 해소되고 제가 어떻게 앞으로 관리를 해야할지 방향이 잡히니 맘이 좀 편해졌습니다.여기 카페에 방문하시는 모든 환우님들도 빨리 쾌차하시기 바랍니다.",2023.03.24. 10:31,꿈꾸는 어린왕자 친구
